Dialect_Name,Dialect_Sentence,English_Translation,Hindi_Translation
Khandesh,मेंढरं मांडवात बांदली.,Tied the sheep in the shed.,भेड़ों को मंडप में बांधा।
Khandesh,वाडीले पानी देवा लागीन.,Have to water the orchard.,बगीचे को पानी देना पड़ेगा।
Khandesh,बोरं पिकली खाडीत.,Berries ripened in the valley.,खाई में बेर पक गए।
Khandesh,कडब्याची गंजी लावली.,Stacked the fodder.,चारे का ढेर लगाया।
Khandesh,त्यो रानात फिरतो.,He roams in the forest.,वह जंगल में घूमता है।
Khandesh,म्या काटे वेचायला गेलो.,I went to collect thorns.,मैं काँटे बीनने गया।
Khandesh,त्येचं मढं पळून गेलं.,s sheep ran away.,उसकी भेड़ भाग गई।
Khandesh,गुराले चारा टाकला.,Fed fodder to the cattle.,जानवरों को चारा डाला।
Khandesh,बैलगाडी रस्त्यावर आडवी पडली.,The bullock cart fell sideways on the road.,बैलगाड़ी सड़क पर आड़ी पड़ गई।
Khandesh,त्यो कुदळीनं माती खोदतो.,He digs soil with a pickaxe.,वह कुदाल से मिट्टी खोदता है।
Khandesh,म्या पेरणी करायला गेलो.,I went for sowing.,मैं बुवाई करने गया।
Khandesh,शेतात मोर नाचतंय.,Peacock is dancing in the field.,खेत में मोर नाच रहा है।
